village_id,year,month,rainfall_mm,historical_avg_mm,deficit_pct,season,data_source
RKT002,2020,8,176.9,168.5,5.0,kharif,estimated
RKT002,2020,9,74.9,71.3,5.0,kharif,estimated
RKT002,2020,10,20.4,19.4,5.2,rabi,estimated
RKT002,2020,11,6.8,6.5,4.6,rabi,estimated
RKT002,2020,12,0.0,0.0,0.0,rabi,estimated
RKT002,2021,1,5.7,6.5,-12.3,rabi,estimated
RKT002,2021,2,5.7,6.5,-12.3,rabi,estimated
RKT002,2021,3,5.7,6.5,-12.3,rabi,estimated
RKT002,2021,4,11.4,13.0,-12.3,summer,estimated
RKT002,2021,5,17.1,19.4,-11.9,summer,estimated
RKT002,2021,6,102.6,116.6,-12.0,kharif,estimated
RKT002,2021,7,199.6,226.8,-12.0,kharif,estimated
RKT002,2021,8,148.3,168.5,-12.0,kharif,estimated
RKT002,2021,9,62.7,71.3,-12.1,kharif,estimated
RKT002,2021,10,17.1,19.4,-11.9,rabi,estimated
RKT002,2021,11,5.7,6.5,-12.3,rabi,estimated
RKT002,2021,12,0.0,0.0,0.0,rabi,estimated
RKT002,2022,1,6.1,6.5,-6.2,rabi,estimated
RKT002,2022,2,6.1,6.5,-6.2,rabi,estimated
RKT002,2022,3,6.1,6.5,-6.2,rabi,estimated
RKT002,2022,4,12.2,13.0,-6.2,summer,estimated
RKT002,2022,5,18.2,19.4,-6.2,summer,estimated
RKT002,2022,6,109.6,116.6,-6.0,kharif,estimated
RKT002,2022,7,213.2,226.8,-6.0,kharif,estimated
RKT002,2022,8,158.4,168.5,-6.0,kharif,estimated
RKT002,2022,9,67.0,71.3,-6.0,kharif,estimated
RKT002,2022,10,18.2,19.4,-6.2,rabi,estimated
RKT002,2022,11,6.1,6.5,-6.2,rabi,estimated
RKT002,2022,12,0.0,0.0,0.0,rabi,estimated
RKT002,2023,1,5.3,6.5,-18.5,rabi,estimated
RKT002,2023,2,5.3,6.5,-18.5,rabi,estimated
RKT002,2023,3,5.3,6.5,-18.5,rabi,estimated
RKT002,2023,4,10.7,13.0,-17.7,summer,estimated
RKT002,2023,5,15.9,19.4,-18.0,summer,estimated
RKT002,2023,6,95.6,116.6,-18.0,kharif,estimated
RKT002,2023,7,186.0,226.8,-18.0,kharif,estimated
RKT002,2023,8,138.2,168.5,-18.0,kharif,estimated
RKT002,2023,9,58.5,71.3,-18.0,kharif,estimated
RKT002,2023,10,15.9,19.4,-18.0,rabi,estimated
RKT002,2023,11,5.3,6.5,-18.5,rabi,estimated
RKT002,2023,12,0.0,0.0,0.0,rabi,estimated
RKT002,2024,1,6.4,6.5,-1.5,rabi,estimated
RKT002,2024,2,6.4,6.5,-1.5,rabi,estimated
RKT002,2024,3,6.4,6.5,-1.5,rabi,estimated
RKT002,2024,4,12.7,13.0,-2.3,summer,estimated
RKT002,2024,5,19.0,19.4,-2.1,summer,estimated
RKT002,2024,6,114.3,116.6,-2.0,kharif,estimated
RKT002,2024,7,222.3,226.8,-2.0,kharif,estimated
RKT002,2024,8,165.1,168.5,-2.0,kharif,estimated
RKT002,2024,9,69.9,71.3,-2.0,kharif,estimated
RKT002,2024,10,19.0,19.4,-2.1,rabi,estimated
RKT002,2024,11,6.4,6.5,-1.5,rabi,estimated
RKT002,2024,12,0.0,0.0,0.0,rabi,estimated
RKT003,2019,1,7.3,6.5,12.3,rabi,estimated
RKT003,2019,2,7.3,6.5,12.3,rabi,estimated
RKT003,2019,3,7.3,6.5,12.3,rabi,estimated
RKT003,2019,4,14.4,12.9,11.6,summer,estimated
RKT003,2019,5,21.6,19.3,11.9,summer,estimated
RKT003,2019,6,130.0,116.1,12.0,kharif,estimated
RKT003,2019,7,252.8,225.7,12.0,kharif,estimated
RKT003,2019,8,187.8,167.7,12.0,kharif,estimated
RKT003,2019,9,79.5,71.0,12.0,kharif,estimated
RKT003,2019,10,21.6,19.3,11.9,rabi,estimated
RKT003,2019,11,7.3,6.5,12.3,rabi,estimated
RKT003,2019,12,0.0,0.0,0.0,rabi,estimated
RKT003,2020,1,6.8,6.5,4.6,rabi,estimated
RKT003,2020,2,6.8,6.5,4.6,rabi,estimated
RKT003,2020,3,6.8,6.5,4.6,rabi,estimated
RKT003,2020,4,13.5,12.9,4.7,summer,estimated
RKT003,2020,5,20.3,19.3,5.2,summer,estimated
RKT003,2020,6,121.9,116.1,5.0,kharif,estimated
RKT003,2020,7,237.0,225.7,5.0,kharif,estimated
RKT003,2020,8,176.1,167.7,5.0,kharif,estimated
RKT003,2020,9,74.5,71.0,4.9,kharif,estimated
RKT003,2020,10,20.3,19.3,5.2,rabi,estimated
RKT003,2020,11,6.8,6.5,4.6,rabi,estimated
RKT003,2020,12,0.0,0.0,0.0,rabi,estimated
RKT003,2021,1,5.7,6.5,-12.3,rabi,estimated
RKT003,2021,2,5.7,6.5,-12.3,rabi,estimated
RKT003,2021,3,5.7,6.5,-12.3,rabi,estimated
RKT003,2021,4,11.4,12.9,-11.6,summer,estimated
RKT003,2021,5,17.0,19.3,-11.9,summer,estimated
RKT003,2021,6,102.2,116.1,-12.0,kharif,estimated
RKT003,2021,7,198.6,225.7,-12.0,kharif,estimated
RKT003,2021,8,147.6,167.7,-12.0,kharif,estimated
RKT003,2021,9,62.5,71.0,-12.0,kharif,estimated
RKT003,2021,10,17.0,19.3,-11.9,rabi,estimated
RKT003,2021,11,5.7,6.5,-12.3,rabi,estimated
RKT003,2021,12,0.0,0.0,0.0,rabi,estimated
RKT003,2022,1,6.1,6.5,-6.2,rabi,estimated
RKT003,2022,2,6.1,6.5,-6.2,rabi,estimated
RKT003,2022,3,6.1,6.5,-6.2,rabi,estimated
RKT003,2022,4,12.1,12.9,-6.2,summer,estimated
RKT003,2022,5,18.1,19.3,-6.2,summer,estimated
RKT003,2022,6,109.1,116.1,-6.0,kharif,estimated
RKT003,2022,7,212.2,225.7,-6.0,kharif,estimated
RKT003,2022,8,157.6,167.7,-6.0,kharif,estimated
RKT003,2022,9,66.7,71.0,-6.1,kharif,estimated
RKT003,2022,10,18.1,19.3,-6.2,rabi,estimated
RKT003,2022,11,6.1,6.5,-6.2,rabi,estimated
RKT003,2022,12,0.0,0.0,0.0,rabi,estimated
RKT003,2023,1,5.3,6.5,-18.5,rabi,estimated
RKT003,2023,2,5.3,6.5,-18.5,rabi,estimated
RKT003,2023,3,5.3,6.5,-18.5,rabi,estimated
RKT003,2023,4,10.6,12.9,-17.8,summer,estimated
RKT003,2023,5,15.8,19.3,-18.1,summer,estimated
RKT003,2023,6,95.2,116.1,-18.0,kharif,estimated
RKT003,2023,7,185.1,225.7,-18.0,kharif,estimated
RKT003,2023,8,137.5,167.7,-18.0,kharif,estimated
RKT003,2023,9,58.2,71.0,-18.0,kharif,estimated
RKT003,2023,10,15.8,19.3,-18.1,rabi,estimated
RKT003,2023,11,5.3,6.5,-18.5,rabi,estimated
RKT003,2023,12,0.0,0.0,0.0,rabi,estimated
RKT003,2024,1,6.4,6.5,-1.5,rabi,estimated
RKT003,2024,2,6.4,6.5,-1.5,rabi,estimated
RKT003,2024,3,6.4,6.5,-1.5,rabi,estimated
RKT003,2024,4,12.6,12.9,-2.3,summer,estimated
RKT003,2024,5,18.9,19.3,-2.1,summer,estimated
RKT003,2024,6,113.8,116.1,-2.0,kharif,estimated
RKT003,2024,7,221.2,225.7,-2.0,kharif,estimated
RKT003,2024,8,164.3,167.7,-2.0,kharif,estimated
RKT003,2024,9,69.6,71.0,-2.0,kharif,estimated
RKT003,2024,10,18.9,19.3,-2.1,rabi,estimated
RKT003,2024,11,6.4,6.5,-1.5,rabi,estimated
RKT003,2024,12,0.0,0.0,0.0,rabi,estimated
RKT004,2019,1,7.3,6.5,12.3,rabi,estimated
RKT004,2019,2,7.3,6.5,12.3,rabi,estimated
RKT004,2019,3,7.3,6.5,12.3,rabi,estimated
RKT004,2019,4,14.6,13.0,12.3,summer,estimated
RKT004,2019,5,21.8,19.5,11.8,summer,estimated
RKT004,2019,6,131.0,117.0,12.0,kharif,estimated
RKT004,2019,7,254.8,227.5,12.0,kharif,estimated
RKT004,2019,8,189.3,169.0,12.0,kharif,estimated
RKT004,2019,9,80.1,71.5,12.0,kharif,estimated
RKT004,2019,10,21.8,19.5,11.8,rabi,estimated
RKT004,2019,11,7.3,6.5,12.3,rabi,estimated
RKT004,2019,12,0.0,0.0,0.0,rabi,estimated
RKT004,2020,1,6.8,6.5,4.6,rabi,estimated
RKT004,2020,2,6.8,6.5,4.6,rabi,estimated
RKT004,2020,3,6.8,6.5,4.6,rabi,estimated
RKT004,2020,4,13.7,13.0,5.4,summer,estimated
RKT004,2020,5,20.5,19.5,5.1,summer,estimated
RKT004,2020,6,122.9,117.0,5.0,kharif,estimated
RKT004,2020,7,238.9,227.5,5.0,kharif,estimated
RKT004,2020,8,177.5,169.0,5.0,kharif,estimated
RKT004,2020,9,75.1,71.5,5.0,kharif,estimated
RKT004,2020,10,20.5,19.5,5.1,rabi,estimated
RKT004,2020,11,6.8,6.5,4.6,rabi,estimated
RKT004,2020,12,0.0,0.0,0.0,rabi,estimated
RKT004,2021,1,5.7,6.5,-12.3,rabi,estimated
RKT004,2021,2,5.7,6.5,-12.3,rabi,estimated
RKT004,2021,3,5.7,6.5,-12.3,rabi,estimated
RKT004,2021,4,11.4,13.0,-12.3,summer,estimated
RKT004,2021,5,17.2,19.5,-11.8,summer,estimated
RKT004,2021,6,103.0,117.0,-12.0,kharif,estimated
RKT004,2021,7,200.2,227.5,-12.0,kharif,estimated
RKT004,2021,8,148.7,169.0,-12.0,kharif,estimated
RKT004,2021,9,62.9,71.5,-12.0,kharif,estimated
RKT004,2021,10,17.2,19.5,-11.8,rabi,estimated
RKT004,2021,11,5.7,6.5,-12.3,rabi,estimated
RKT004,2021,12,0.0,0.0,0.0,rabi,estimated
RKT004,2022,1,6.1,6.5,-6.2,rabi,estimated
RKT004,2022,2,6.1,6.5,-6.2,rabi,estimated
RKT004,2022,3,6.1,6.5,-6.2,rabi,estimated
RKT004,2022,4,12.2,13.0,-6.2,summer,estimated
RKT004,2022,5,18.3,19.5,-6.2,summer,estimated
RKT004,2022,6,110.0,117.0,-6.0,kharif,estimated
RKT004,2022,7,213.8,227.5,-6.0,kharif,estimated
RKT004,2022,8,158.9,169.0,-6.0,kharif,estimated
RKT004,2022,9,67.2,71.5,-6.0,kharif,estimated
RKT004,2022,10,18.3,19.5,-6.2,rabi,estimated
RKT004,2022,11,6.1,6.5,-6.2,rabi,estimated
RKT004,2022,12,0.0,0.0,0.0,rabi,estimated
RKT004,2023,1,5.3,6.5,-18.5,rabi,estimated
RKT004,2023,2,5.3,6.5,-18.5,rabi,estimated
RKT004,2023,3,5.3,6.5,-18.5,rabi,estimated
RKT004,2023,4,10.7,13.0,-17.7,summer,estimated
RKT004,2023,5,16.0,19.5,-17.9,summer,estimated
RKT004,2023,6,95.9,117.0,-18.0,kharif,estimated
RKT004,2023,7,186.5,227.5,-18.0,kharif,estimated
RKT004,2023,8,138.6,169.0,-18.0,kharif,estimated
RKT004,2023,9,58.6,71.5,-18.0,kharif,estimated
RKT004,2023,10,16.0,19.5,-17.9,rabi,estimated
RKT004,2023,11,5.3,6.5,-18.5,rabi,estimated
RKT004,2023,12,0.0,0.0,0.0,rabi,estimated
RKT004,2024,1,6.4,6.5,-1.5,rabi,estimated
RKT004,2024,2,6.4,6.5,-1.5,rabi,estimated
RKT004,2024,3,6.4,6.5,-1.5,rabi,estimated
RKT004,2024,4,12.7,13.0,-2.3,summer,estimated
RKT004,2024,5,19.1,19.5,-2.1,summer,estimated
RKT004,2024,6,114.7,117.0,-2.0,kharif,estimated
RKT004,2024,7,222.9,227.5,-2.0,kharif,estimated
RKT004,2024,8,165.6,169.0,-2.0,kharif,estimated
RKT004,2024,9,70.1,71.5,-2.0,kharif,estimated
RKT004,2024,10,19.1,19.5,-2.1,rabi,estimated
RKT004,2024,11,6.4,6.5,-1.5,rabi,estimated
RKT004,2024,12,0.0,0.0,0.0,rabi,estimated
RKT005,2019,1,7.6,6.8,11.8,rabi,estimated
RKT005,2019,2,7.6,6.8,11.8,rabi,estimated
RKT005,2019,3,7.6,6.8,11.8,rabi,estimated
RKT005,2019,4,15.2,13.6,11.8,summer,estimated
RKT005,2019,5,22.8,20.4,11.8,summer,estimated
RKT005,2019,6,137.1,122.4,12.0,kharif,estimated
RKT005,2019,7,266.6,238.0,12.0,kharif,estimated
RKT005,2019,8,198.0,176.8,12.0,kharif,estimated
RKT005,2019,9,83.8,74.8,12.0,kharif,estimated
RKT005,2019,10,22.8,20.4,11.8,rabi,estimated
RKT005,2019,11,7.6,6.8,11.8,rabi,estimated
RKT005,2019,12,0.0,0.0,0.0,rabi,estimated
RKT005,2020,1,7.1,6.8,4.4,rabi,estimated
RKT005,2020,2,7.1,6.8,4.4,rabi,estimated
RKT005,2020,3,7.1,6.8,4.4,rabi,estimated
RKT005,2020,4,14.3,13.6,5.1,summer,estimated
RKT005,2020,5,21.4,20.4,4.9,summer,estimated
RKT005,2020,6,128.5,122.4,5.0,kharif,estimated
RKT005,2020,7,249.9,238.0,5.0,kharif,estimated
RKT005,2020,8,185.6,176.8,5.0,kharif,estimated
RKT005,2020,9,78.5,74.8,4.9,kharif,estimated
RKT005,2020,10,21.4,20.4,4.9,rabi,estimated
RKT005,2020,11,7.1,6.8,4.4,rabi,estimated
RKT005,2020,12,0.0,0.0,0.0,rabi,estimated
RKT005,2021,1,6.0,6.8,-11.8,rabi,estimated
RKT005,2021,2,6.0,6.8,-11.8,rabi,estimated
RKT005,2021,3,6.0,6.8,-11.8,rabi,estimated
RKT005,2021,4,12.0,13.6,-11.8,summer,estimated
RKT005,2021,5,18.0,20.4,-11.8,summer,estimated
RKT005,2021,6,107.7,122.4,-12.0,kharif,estimated
RKT005,2021,7,209.4,238.0,-12.0,kharif,estimated
RKT005,2021,8,155.6,176.8,-12.0,kharif,estimated
RKT005,2021,9,65.8,74.8,-12.0,kharif,estimated
RKT005,2021,10,18.0,20.4,-11.8,rabi,estimated
RKT005,2021,11,6.0,6.8,-11.8,rabi,estimated
RKT005,2021,12,0.0,0.0,0.0,rabi,estimated
RKT005,2022,1,6.4,6.8,-5.9,rabi,estimated
RKT005,2022,2,6.4,6.8,-5.9,rabi,estimated
RKT005,2022,3,6.4,6.8,-5.9,rabi,estimated
RKT005,2022,4,12.8,13.6,-5.9,summer,estimated
RKT005,2022,5,19.2,20.4,-5.9,summer,estimated
RKT005,2022,6,115.1,122.4,-6.0,kharif,estimated
RKT005,2022,7,223.7,238.0,-6.0,kharif,estimated
RKT005,2022,8,166.2,176.8,-6.0,kharif,estimated
RKT005,2022,9,70.3,74.8,-6.0,kharif,estimated
RKT005,2022,10,19.2,20.4,-5.9,rabi,estimated
RKT005,2022,11,6.4,6.8,-5.9,rabi,estimated
RKT005,2022,12,0.0,0.0,0.0,rabi,estimated
RKT005,2023,1,5.6,6.8,-17.6,rabi,estimated
RKT005,2023,2,5.6,6.8,-17.6,rabi,estimated
RKT005,2023,3,5.6,6.8,-17.6,rabi,estimated
RKT005,2023,4,11.2,13.6,-17.6,summer,estimated
RKT005,2023,5,16.7,20.4,-18.1,summer,estimated
RKT005,2023,6,100.4,122.4,-18.0,kharif,estimated
RKT005,2023,7,195.2,238.0,-18.0,kharif,estimated
RKT005,2023,8,145.0,176.8,-18.0,kharif,estimated
RKT005,2023,9,61.3,74.8,-18.0,kharif,estimated
RKT005,2023,10,16.7,20.4,-18.1,rabi,estimated
RKT005,2023,11,5.6,6.8,-17.6,rabi,estimated
RKT005,2023,12,0.0,0.0,0.0,rabi,estimated
RKT005,2024,1,6.7,6.8,-1.5,rabi,estimated
RKT005,2024,2,6.7,6.8,-1.5,rabi,estimated
RKT005,2024,3,6.7,6.8,-1.5,rabi,estimated
RKT005,2024,4,13.3,13.6,-2.2,summer,estimated
RKT005,2024,5,20.0,20.4,-2.0,summer,estimated
RKT005,2024,6,120.0,122.4,-2.0,kharif,estimated
RKT005,2024,7,233.2,238.0,-2.0,kharif,estimated
RKT005,2024,8,173.3,176.8,-2.0,kharif,estimated
RKT005,2024,9,73.3,74.8,-2.0,kharif,estimated
RKT005,2024,10,20.0,20.4,-2.0,rabi,estimated
RKT005,2024,11,6.7,6.8,-1.5,rabi,estimated
RKT005,2024,12,0.0,0.0,0.0,rabi,estimated
RKT006,2019,1,6.9,6.2,11.3,rabi,estimated
RKT006,2019,2,6.9,6.2,11.3,rabi,estimated
RKT006,2019,3,6.9,6.2,11.3,rabi,estimated
RKT006,2019,4,13.9,12.4,12.1,summer,estimated
RKT006,2019,5,20.8,18.6,11.8,summer,estimated
RKT006,2019,6,125.0,111.6,12.0,kharif,estimated
RKT006,2019,7,243.0,217.0,12.0,kharif,estimated
RKT006,2019,8,180.5,161.2,12.0,kharif,estimated
RKT006,2019,9,76.4,68.2,12.0,kharif,estimated
RKT006,2019,10,20.8,18.6,11.8,rabi,estimated
RKT006,2019,11,6.9,6.2,11.3,rabi,estimated
RKT006,2019,12,0.0,0.0,0.0,rabi,estimated
RKT006,2020,1,6.5,6.2,4.8,rabi,estimated
RKT006,2020,2,6.5,6.2,4.8,rabi,estimated
RKT006,2020,3,6.5,6.2,4.8,rabi,estimated
RKT006,2020,4,13.0,12.4,4.8,summer,estimated
RKT006,2020,5,19.5,18.6,4.8,summer,estimated
RKT006,2020,6,117.2,111.6,5.0,kharif,estimated
RKT006,2020,7,227.9,217.0,5.0,kharif,estimated
RKT006,2020,8,169.3,161.2,5.0,kharif,estimated
RKT006,2020,9,71.6,68.2,5.0,kharif,estimated
RKT006,2020,10,19.5,18.6,4.8,rabi,estimated
RKT006,2020,11,6.5,6.2,4.8,rabi,estimated
RKT006,2020,12,0.0,0.0,0.0,rabi,estimated
RKT006,2021,1,5.5,6.2,-11.3,rabi,estimated
RKT006,2021,2,5.5,6.2,-11.3,rabi,estimated
RKT006,2021,3,5.5,6.2,-11.3,rabi,estimated
RKT006,2021,4,10.9,12.4,-12.1,summer,estimated
RKT006,2021,5,16.4,18.6,-11.8,summer,estimated
RKT006,2021,6,98.2,111.6,-12.0,kharif,estimated
RKT006,2021,7,191.0,217.0,-12.0,kharif,estimated
RKT006,2021,8,141.9,161.2,-12.0,kharif,estimated
RKT006,2021,9,60.0,68.2,-12.0,kharif,estimated
RKT006,2021,10,16.4,18.6,-11.8,rabi,estimated
RKT006,2021,11,5.5,6.2,-11.3,rabi,estimated
RKT006,2021,12,0.0,0.0,0.0,rabi,estimated
RKT006,2022,1,5.8,6.2,-6.5,rabi,estimated
RKT006,2022,2,5.8,6.2,-6.5,rabi,estimated
RKT006,2022,3,5.8,6.2,-6.5,rabi,estimated
RKT006,2022,4,11.7,12.4,-5.6,summer,estimated
RKT006,2022,5,17.5,18.6,-5.9,summer,estimated
RKT006,2022,6,104.9,111.6,-6.0,kharif,estimated
RKT006,2022,7,204.0,217.0,-6.0,kharif,estimated
RKT006,2022,8,151.5,161.2,-6.0,kharif,estimated
RKT006,2022,9,64.1,68.2,-6.0,kharif,estimated
RKT006,2022,10,17.5,18.6,-5.9,rabi,estimated
RKT006,2022,11,5.8,6.2,-6.5,rabi,estimated
RKT006,2022,12,0.0,0.0,0.0,rabi,estimated
RKT006,2023,1,5.1,6.2,-17.7,rabi,estimated
RKT006,2023,2,5.1,6.2,-17.7,rabi,estimated
RKT006,2023,3,5.1,6.2,-17.7,rabi,estimated
RKT006,2023,4,10.2,12.4,-17.7,summer,estimated
RKT006,2023,5,15.3,18.6,-17.7,summer,estimated
RKT006,2023,6,91.5,111.6,-18.0,kharif,estimated
RKT006,2023,7,177.9,217.0,-18.0,kharif,estimated
RKT006,2023,8,132.2,161.2,-18.0,kharif,estimated
RKT006,2023,9,55.9,68.2,-18.0,kharif,estimated
RKT006,2023,10,15.3,18.6,-17.7,rabi,estimated
RKT006,2023,11,5.1,6.2,-17.7,rabi,estimated
RKT006,2023,12,0.0,0.0,0.0,rabi,estimated
RKT006,2024,1,6.1,6.2,-1.6,rabi,estimated
RKT006,2024,2,6.1,6.2,-1.6,rabi,estimated
RKT006,2024,3,6.1,6.2,-1.6,rabi,estimated
RKT006,2024,4,12.2,12.4,-1.6,summer,estimated
RKT006,2024,5,18.2,18.6,-2.2,summer,estimated
RKT006,2024,6,109.4,111.6,-2.0,kharif,estimated
RKT006,2024,7,212.7,217.0,-2.0,kharif,estimated
RKT006,2024,8,158.0,161.2,-2.0,kharif,estimated
RKT006,2024,9,66.8,68.2,-2.1,kharif,estimated
RKT006,2024,10,18.2,18.6,-2.2,rabi,estimated
RKT006,2024,11,6.1,6.2,-1.6,rabi,estimated
RKT006,2024,12,0.0,0.0,0.0,rabi,estimated
RKT007,2019,1,6.6,5.9,11.9,rabi,estimated
RKT007,2019,2,6.6,5.9,11.9,rabi,estimated
RKT007,2019,3,6.6,5.9,11.9,rabi,estimated
RKT007,2019,4,13.2,11.8,11.9,summer,estimated
RKT007,2019,5,19.8,17.7,11.9,summer,estimated
RKT007,2019,6,118.9,106.2,12.0,kharif,estimated
RKT007,2019,7,231.3,206.5,12.0,kharif,estimated
RKT007,2019,8,171.8,153.4,12.0,kharif,estimated
RKT007,2019,9,72.7,64.9,12.0,kharif,estimated
RKT007,2019,10,19.8,17.7,11.9,rabi,estimated
RKT007,2019,11,6.6,5.9,11.9,rabi,estimated
RKT007,2019,12,0.0,0.0,0.0,rabi,estimated
RKT007,2020,1,6.2,5.9,5.1,rabi,estimated
RKT007,2020,2,6.2,5.9,5.1,rabi,estimated
RKT007,2020,3,6.2,5.9,5.1,rabi,estimated
RKT007,2020,4,12.4,11.8,5.1,summer,estimated
RKT007,2020,5,18.6,17.7,5.1,summer,estimated
RKT007,2020,6,111.5,106.2,5.0,kharif,estimated
RKT007,2020,7,216.8,206.5,5.0,kharif,estimated
RKT007,2020,8,161.1,153.4,5.0,kharif,estimated
RKT007,2020,9,68.1,64.9,4.9,kharif,estimated
RKT007,2020,10,18.6,17.7,5.1,rabi,estimated
RKT007,2020,11,6.2,5.9,5.1,rabi,estimated
RKT007,2020,12,0.0,0.0,0.0,rabi,estimated
RKT007,2021,1,5.2,5.9,-11.9,rabi,estimated
